region,max_pre_shift,local_datetime,energy,capacity,shifting_value,spin,reg,total_profit,year,month
RMPA,12.0,2030-08-02 19:00:00+00:00,1.2881313773896763,0.2396762358081677,1.5278076131978442,0.0005381576983381,0.0001978124032407,1.5278076131978442,2030,8
AZNM,1.0,2030-07-10 02:00:00+00:00,-3.895670813691192,6.405953391006036,2.510282577314844,0.0038682223573956,0.017615633512933,2.510282577314844,2030,7
AZNM,1.0,2030-08-08 02:00:00+00:00,1.7130590177962448,6.221675163587541,7.934734181383785,0.0987422509362352,0.0702033500786284,7.934734181383785,2030,8
AZNM,1.0,2030-08-10 02:00:00+00:00,-2.869527051559139,21.496365271192555,18.626838219633413,0.0339834799740822,0.0185871460495336,18.626838219633413,2030,8
AZNM,1.0,2030-08-12 02:00:00+00:00,0.7026198972171074,15.147776015142718,15.850395912359824,0.0868994991845437,0.0651133008607279,15.850395912359824,2030,8
AZNM,1.0,2030-08-21 02:00:00+00:00,1.8843762797702368,4.214587624911103,6.098963904681341,0.0910113607712501,0.0656381848191076,6.098963904681341,2030,8
AZNM,1.0,2030-08-22 02:00:00+00:00,2.1010814297148883,4.172660896071368,6.273742325786255,0.0832549667457995,0.0657528051778172,6.273742325786255,2030,8
AZNM,1.0,2030-08-29 02:00:00+00:00,-4.327622051378429,5.004975896853173,0.6773538454747439,0.0236753345571422,0.0098930120000838,0.6773538454747439,2030,8
AZNM,1.0,2030-08-31 02:00:00+00:00,-0.1298275864596263,6.293165558718783,6.163337972259157,0.0934533030277123,0.0664306825513839,6.163337972259157,2030,8
AZNM,1.0,2030-09-15 02:00:00+00:00,-0.171127458346487,0.382239622718479,0.2111121643719912,0.1604090016109445,0.0577344515150206,0.2111121643719912,2030,9
AZNM,1.0,2030-09-16 02:00:00+00:00,-0.5292648186488321,5.713613009045609,5.184348190396776,0.1607275718035661,0.0565740007805862,5.184348190396776,2030,9
CAMX,1.0,2030-08-13 02:00:00+00:00,-0.9402262323902932,6.207161801398698,5.266935569008405,0.1594594672043984,0.0603905545651486,5.266935569008405,2030,8
CAMX,1.0,2030-09-15 02:00:00+00:00,-0.1697500250803813,0.7603561951021716,0.5906061700217891,0.1602457464258006,0.0563858798092665,0.5906061700217891,2030,9
CAMX,1.0,2030-09-16 02:00:00+00:00,-0.5424226065139351,10.778675322437351,10.236252715923412,0.1596242052170945,0.0552881254076658,10.236252715923412,2030,9
NWPP,1.0,2030-01-12 02:00:00+00:00,-1.811907140548334,3.7707832973002136,1.9588761567518789,0.1353750106236638,0.0727774551777993,1.9588761567518789,2030,1
NWPP,1.0,2030-07-20 02:00:00+00:00,0.9944949153557788,0.1997842593920928,1.1942791747478725,0.0940968045745817,0.0696869595916296,1.1942791747478725,2030,7
NWPP,1.0,2030-08-06 02:00:00+00:00,-3.751879869668128,4.796519758797347,1.0446398891292206,0.0384757741328284,0.0146825063732736,1.0446398891292206,2030,8
NWPP,1.0,2030-08-07 02:00:00+00:00,-3.616162846805425,3.9770270885199697,0.3608642417145447,0.0350156022744286,0.0145385003850803,0.3608642417145447,2030,8
NWPP,1.0,2030-08-14 02:00:00+00:00,-0.5043339121893041,1.1361531359134194,0.6318192237241164,0.1078751052990369,0.0657451110043435,0.6318192237241164,2030,8
NWPP,1.0,2030-08-22 02:00:00+00:00,2.064164241684924,5.492173413716186,7.556337655401109,0.1651800181532584,0.0633577095538906,7.556337655401109,2030,8
NWPP,1.0,2030-09-21 02:00:00+00:00,-1.344132795239807,2.816393202310615,1.4722604070708087,0.1632981824180273,0.0555154832687155,1.4722604070708087,2030,9
RMPA,1.0,2030-07-21 02:00:00+00:00,-6.268927908876563,8.527375212380225,2.258447303503658,0.0145943995374701,0.0319385515603768,2.258447303503658,2030,7
RMPA,1.0,2030-08-22 02:00:00+00:00,1.2232920910357692,0.5272786336763661,1.7505707247121352,0.1414802556904344,0.0542437476575379,1.7505707247121352,2030,8
RMPA,1.0,2030-12-27 02:00:00+00:00,-1.0110016500898185,3.213356608339633,2.2023549582498134,0.2077467000615516,0.0738620144120398,2.2023549582498134,2030,12
RMPA,4.0,2030-08-01 19:00:00+00:00,1.3660117452849294,-0.0395949861940651,1.3264167590908646,0.0004033710672997,0.000146662016956,1.3264167590908646,2030,8
RMPA,4.0,2030-08-02 19:00:00+00:00,1.2881313773896763,0.2396762358081677,1.5278076131978442,0.0005381576983381,0.0001978124032407,1.5278076131978442,2030,8
AZNM,4.0,2030-07-10 02:00:00+00:00,-3.895670813691192,6.405953391006036,2.510282577314844,0.0038682223573956,0.017615633512933,2.510282577314844,2030,7
AZNM,4.0,2030-08-08 02:00:00+00:00,1.7130590177962448,6.221675163587541,7.934734181383785,0.0987422509362352,0.0702033500786284,7.934734181383785,2030,8
AZNM,4.0,2030-08-10 02:00:00+00:00,-2.869527051559139,21.496365271192555,18.626838219633413,0.0339834799740822,0.0185871460495336,18.626838219633413,2030,8
AZNM,4.0,2030-08-12 02:00:00+00:00,0.7026198972171074,15.147776015142718,15.850395912359824,0.0868994991845437,0.0651133008607279,15.850395912359824,2030,8
AZNM,4.0,2030-08-21 02:00:00+00:00,1.8843762797702368,4.214587624911103,6.098963904681341,0.0910113607712501,0.0656381848191076,6.098963904681341,2030,8
AZNM,4.0,2030-08-22 02:00:00+00:00,2.1010814297148883,4.172660896071368,6.273742325786255,0.0832549667457995,0.0657528051778172,6.273742325786255,2030,8
AZNM,4.0,2030-08-29 02:00:00+00:00,-4.327622051378429,5.004975896853173,0.6773538454747439,0.0236753345571422,0.0098930120000838,0.6773538454747439,2030,8
AZNM,4.0,2030-08-31 02:00:00+00:00,-0.1298275864596263,6.293165558718783,6.163337972259157,0.0934533030277123,0.0664306825513839,6.163337972259157,2030,8
AZNM,4.0,2030-09-15 02:00:00+00:00,-0.171127458346487,0.382239622718479,0.2111121643719912,0.1604090016109445,0.0577344515150206,0.2111121643719912,2030,9
AZNM,4.0,2030-09-16 02:00:00+00:00,-0.5292648186488321,5.713613009045609,5.184348190396776,0.1607275718035661,0.0565740007805862,5.184348190396776,2030,9
AZNM,4.0,2030-10-03 02:00:00+00:00,-9.892907062684351,12.695041644409644,2.802134581725295,0.1530587271778269,0.0522298750741515,2.802134581725295,2030,10
CAMX,4.0,2030-08-13 02:00:00+00:00,-0.9402262323902932,6.207161801398698,5.266935569008405,0.1594594672043984,0.0603905545651486,5.266935569008405,2030,8
CAMX,4.0,2030-09-15 02:00:00+00:00,-0.1697500250803813,0.7603561951021716,0.5906061700217891,0.1602457464258006,0.0563858798092665,0.5906061700217891,2030,9
CAMX,4.0,2030-09-16 02:00:00+00:00,-0.5424226065139351,10.778675322437351,10.236252715923412,0.1596242052170945,0.0552881254076658,10.236252715923412,2030,9
CAMX,4.0,2030-10-03 02:00:00+00:00,-9.989322327014632,24.30502508763232,14.315702760617684,0.1590676905671602,0.0530993015309662,14.315702760617684,2030,10
NWPP,4.0,2030-01-12 02:00:00+00:00,9.692923156937711,3.7707832973002136,13.463706454237926,0.1353750106236638,0.0727774551777993,13.463706454237926,2030,1
NWPP,4.0,2030-01-13 02:00:00+00:00,-9.444734183500548,18.27259629404932,8.82786211054877,0.1105131250423696,0.0606209562044129,8.82786211054877,2030,1
NWPP,4.0,2030-01-16 02:00:00+00:00,10.782319929154616,3.2999824484184126,14.08230237757303,0.1146691239368729,0.0608722109707547,14.08230237757303,2030,1
NWPP,4.0,2030-01-24 02:00:00+00:00,-10.255408450313167,10.627086989570287,0.3716785392571182,0.1100843991427042,0.0596539646692346,0.3716785392571182,2030,1
NWPP,4.0,2030-02-06 02:00:00+00:00,3.963823573688268,0.0274369637699988,3.991260537458267,0.0375525555370926,0.013599352224815,3.991260537458267,2030,2
NWPP,4.0,2030-02-27 02:00:00+00:00,7.073679458325685,1.130176884149913,8.203856342475598,0.0293143837380291,0.0106769538851172,8.203856342475598,2030,2
NWPP,4.0,2030-07-20 02:00:00+00:00,0.9944949153557788,0.1997842593920928,1.1942791747478725,0.0940968045745817,0.0696869595916296,1.1942791747478725,2030,7
NWPP,4.0,2030-08-06 02:00:00+00:00,-3.751879869668128,4.796519758797347,1.0446398891292206,0.0384757741328284,0.0146825063732736,1.0446398891292206,2030,8
NWPP,4.0,2030-08-07 02:00:00+00:00,-3.616162846805425,3.9770270885199697,0.3608642417145447,0.0350156022744286,0.0145385003850803,0.3608642417145447,2030,8
NWPP,4.0,2030-08-14 02:00:00+00:00,-0.5043339121893041,1.1361531359134194,0.6318192237241164,0.1078751052990369,0.0657451110043435,0.6318192237241164,2030,8
NWPP,4.0,2030-08-22 02:00:00+00:00,2.064164241684924,5.492173413716186,7.556337655401109,0.1651800181532584,0.0633577095538906,7.556337655401109,2030,8
NWPP,4.0,2030-09-21 02:00:00+00:00,-1.344132795239807,2.816393202310615,1.4722604070708087,0.1632981824180273,0.0555154832687155,1.4722604070708087,2030,9
RMPA,4.0,2030-02-27 02:00:00+00:00,7.935743229346605,0.1464994742665974,8.082242703613202,0.0032454961205996,0.022486090902939,8.082242703613202,2030,2
RMPA,4.0,2030-07-21 02:00:00+00:00,-14.914607122869894,24.23674134568305,9.322134222813151,0.0145943995374701,0.0319385515603768,9.322134222813151,2030,7
RMPA,4.0,2030-07-28 02:00:00+00:00,-12.041599767159257,26.130707942212048,14.08910817505279,0.0066259047792888,0.0260807629280289,14.08910817505279,2030,7
RMPA,4.0,2030-08-02 02:00:00+00:00,-14.279463161218292,28.69626186180418,14.416798700585884,0.0517412568595352,0.0191544604303167,14.416798700585884,2030,8
RMPA,4.0,2030-08-10 02:00:00+00:00,-14.592777675825852,21.93247516756645,7.339697491740594,0.1098953700246732,0.0412866309282777,7.339697491740594,2030,8
RMPA,4.0,2030-08-22 02:00:00+00:00,1.2232920910357692,0.5272786336763661,1.7505707247121352,0.1414802556904344,0.0542437476575379,1.7505707247121352,2030,8
RMPA,4.0,2030-12-27 02:00:00+00:00,-1.0110016500898185,3.213356608339633,2.2023549582498134,0.2077467000615516,0.0738620144120398,2.2023549582498134,2030,12
AZNM,4.0,2030-06-29 03:00:00+00:00,0.6128904615112447,9.218094395589432,9.830984857100676,0.1607000496740737,0.0576551310106795,9.830984857100676,2030,6
AZNM,4.0,2030-07-01 03:00:00+00:00,0.1017549943191312,3.508876139730136,3.610631134049268,0.1605987189745509,0.0588990886876341,3.610631134049268,2030,7
AZNM,4.0,2030-08-09 03:00:00+00:00,-2.964701938183629,13.058011051183422,10.093309112999794,0.1665507372094461,0.056846701685598,10.093309112999794,2030,8
AZNM,4.0,2030-08-10 03:00:00+00:00,-11.365569228034955,23.36866987194403,12.003100643909075,0.1484184517103466,0.0506065444147867,12.003100643909075,2030,8
CAMX,4.0,2030-08-09 03:00:00+00:00,-2.957988590737557,9.156790687270956,6.198802096533399,0.166928509683525,0.0561390750797388,6.198802096533399,2030,8
CAMX,4.0,2030-08-10 03:00:00+00:00,-11.363185079275857,15.576546587154368,4.213361507878514,0.1513791244268446,0.0509910912712245,4.213361507878514,2030,8
CAMX,4.0,2030-08-11 03:00:00+00:00,-15.112458704501885,21.9184559200798,6.805997215577918,0.1589695996750385,0.053670188015163,6.805997215577918,2030,8
CAMX,4.0,2030-08-12 03:00:00+00:00,-18.338677136615782,18.581031544357533,0.2423544077417432,0.0042563867590031,0.0014423820051865,0.2423544077417432,2030,8
CAMX,4.0,2030-08-15 03:00:00+00:00,-15.142152362185906,27.10761750522815,11.96546514304224,0.1625393795388194,0.0552031312584665,11.96546514304224,2030,8
NWPP,4.0,2030-07-04 03:00:00+00:00,-0.0540067978964771,6.635697751890605,6.581690953994126,0.1616944168126017,0.0636161910269731,6.581690953994126,2030,7
NWPP,4.0,2030-07-19 03:00:00+00:00,1.1299868535343138,0.9929902842058486,2.122977137740162,0.0284686833713159,0.0106204614217323,2.122977137740162,2030,7
NWPP,4.0,2030-07-21 03:00:00+00:00,-0.6194123320881858,0.8363669980716151,0.2169546659834282,0.1674331174617053,0.0622194358892912,0.2169546659834282,2030,7
RMPA,4.0,2030-07-04 03:00:00+00:00,-0.4040803535012032,0.5340358331234009,0.1299554796221969,0.0057303234144723,0.0662691614407603,0.2372104502164123,2030,7
RMPA,4.0,2030-07-19 03:00:00+00:00,-6.096171084581738,9.110715479890755,3.0145443953090165,0.0427393520469962,0.0156080920659679,3.0145443953090165,2030,7
RMPA,4.0,2030-07-26 03:00:00+00:00,-7.809849910665491,8.04343899373528,0.2335890830697877,0.1844838966287043,0.0710576736547125,0.2335890830697877,2030,7
RMPA,4.0,2030-07-27 03:00:00+00:00,-0.5687183998778664,1.5635822867957592,0.9948638869178922,0.1817402831952013,0.0671761332917701,0.9948638869178922,2030,7
MROW,12.0,2030-07-06 20:00:00+00:00,-2.946108469213605,7.163883820261626,4.217775351048021,0.0581791367078958,0.0222042932533232,4.217775351048021,2030,7
MROW,12.0,2030-07-11 20:00:00+00:00,7.893248147451074,4.672343017695514,12.56559116514659,0.0723855885515243,0.0265037116086979,12.56559116514659,2030,7
RMPA,12.0,2030-08-02 20:00:00+00:00,-0.1404614013310695,0.4326238526450665,0.2921624513139967,0.00252326478076,0.0009305600405216,0.2921624513139967,2030,8
SPNO,12.0,2030-09-05 20:00:00+00:00,-5.628027666746402,8.760570248750787,3.132542582004382,0.0557956328627128,0.0207460967619944,3.132542582004382,2030,9
SPSO,12.0,2030-09-05 20:00:00+00:00,-5.757027761977672,7.9429203054407855,2.185892543463112,0.0557612398080329,0.0207333086349722,2.185892543463112,2030,9
AZNM,4.0,2030-07-13 01:00:00+00:00,-5.110526599992199,6.774546828400172,1.6640202284079737,0.0209065869735402,0.0095605727881281,1.6640202284079737,2030,7
MROE,4.0,2030-06-20 01:00:00+00:00,1.248230497654619,-0.130624020381207,1.1176064772734122,0.0133927788442017,0.0946695348724951,1.1176064772734122,2030,6
MROW,4.0,2030-07-28 01:00:00+00:00,-0.3416447884633385,1.8017673127285367,1.4601225242651994,0.0759956267549472,0.0607650629856564,1.4601225242651994,2030,7
NWPP,4.0,2030-01-07 01:00:00+00:00,2.201427293955565,3.599220635417341,5.800647929372907,0.1602148478406214,0.0569640068940149,5.800647929372907,2030,1
NWPP,4.0,2030-01-13 01:00:00+00:00,1.5062018080904302,17.20816187881139,18.714363686901816,0.0204587574018611,0.0149338216958328,18.714363686901816,2030,1
NWPP,4.0,2030-01-16 01:00:00+00:00,7.0754662279168485,1.29373036193985,8.3691965898567,0.0066570641907596,0.0172467193511869,8.3691965898567,2030,1
NWPP,4.0,2030-01-24 01:00:00+00:00,-4.899000471358622,7.261832421309991,2.362831949951371,0.0306205193885454,0.016503923207466,2.362831949951371,2030,1
NWPP,4.0,2030-02-06 01:00:00+00:00,4.782023530536288,0.1756384276108651,4.957661958147153,0.0357720316115951,0.0181181036399442,4.957661958147153,2030,2
NWPP,4.0,2030-02-16 01:00:00+00:00,4.381092056089893,0.1914263925705589,4.572518448660452,0.032967202760296,0.0176654348240612,4.572518448660452,2030,2
NWPP,4.0,2030-12-15 01:00:00+00:00,-1.0612618122814597,6.906492923758809,5.84523111147735,0.1317744043863351,0.0653640277026142,5.84523111147735,2030,12
NWPP,4.0,2030-12-16 01:00:00+00:00,-0.6957727856085768,2.162067916443215,1.466295130834638,0.1781302059593571,0.0617850766743276,1.466295130834638,2030,12
NWPP,4.0,2030-12-20 01:00:00+00:00,5.429048551098115,2.338882963986133,7.767931515084247,0.0510643744402177,0.0262775934886289,7.767931515084247,2030,12
NWPP,4.0,2030-12-31 01:00:00+00:00,3.779278152058943,8.038287639428143,11.817565791487086,0.0235506265304133,0.0151171726192211,11.817565791487086,2030,12
NWPP,4.0,2031-01-01 01:00:00+00:00,3.779278152058943,8.038287639428143,11.817565791487086,0.0235506265304133,0.0151171726192211,11.817565791487086,2031,1
RMPA,4.0,2030-02-06 01:00:00+00:00,2.9903119369386637,5.287807218427189,8.278119155365852,0.0468045005283834,0.0167076193842501,8.278119155365852,2030,2
RMPA,4.0,2030-02-16 01:00:00+00:00,2.9466282082844595,6.231422003413585,9.178050211698045,0.0486328932078404,0.0182455687512796,9.178050211698045,2030,2
RMPA,4.0,2030-02-28 01:00:00+00:00,5.449058546598761,0.0279464355567095,5.477004982155471,0.0022245793014741,0.0396006559477826,5.477004982155471,2030,2
RMPA,4.0,2030-07-21 01:00:00+00:00,-4.3228396069966655,7.854683066651413,3.531843459654748,0.0352564923761201,0.0241028226184295,3.531843459654748,2030,7
RMPA,4.0,2030-07-28 01:00:00+00:00,-3.126993370925948,15.961820730348032,12.834827359422082,0.0448479770570277,0.0177987030397505,12.834827359422082,2030,7
RMPA,4.0,2030-07-29 01:00:00+00:00,-0.0961196330240014,0.1409863157201814,0.0448666826961798,0.0003597775616462,0.0214528906658332,0.0903354861773818,2030,7
RMPA,4.0,2030-08-02 01:00:00+00:00,-4.173177380339043,12.353339611304191,8.180162230965147,0.0082124129092888,0.0236991335134682,8.180162230965147,2030,8
RMPA,4.0,2030-08-10 01:00:00+00:00,-3.661917208512813,27.873779629959373,24.21186242144656,0.0742530992538011,0.0298901064792802,24.21186242144656,2030,8
SPNO,4.0,2030-07-28 01:00:00+00:00,-3.4539061885440363,7.354276666287937,3.9003704777439,0.1581047585903111,0.0606809261565359,3.9003704777439,2030,7
SPSO,4.0,2030-07-28 01:00:00+00:00,-3.263259232995128,6.636790520334192,3.3735312873390657,0.1575611973422458,0.060472306250029,3.3735312873390657,2030,7
SRDA,4.0,2030-07-01 01:00:00+00:00,-5.08755327054682,8.749524535759525,3.661971265212705,0.143808304379707,0.0553747386548073,3.661971265212705,2030,7
SRDA,4.0,2030-08-16 01:00:00+00:00,-4.474021648546144,5.241941801515228,0.7679201529690829,0.1461059307683679,0.048974267147555,0.7679201529690829,2030,8
CAMX,4.0,2030-08-16 04:00:00+00:00,-3.3666244847240794,3.886714960986245,0.5200904762621662,0.1607506771484009,0.0546919621830835,0.5200904762621662,2030,8
NWPP,4.0,2030-07-05 04:00:00+00:00,1.4429964639673358,0.2362242945429489,1.6792207585102843,0.1168005605223491,0.0751485414814941,1.6792207585102843,2030,7
RMPA,4.0,2030-07-05 04:00:00+00:00,-3.302674135493086,5.989870972183491,2.687196836690404,0.1735190315377746,0.0654600461320034,2.687196836690404,2030,7
NWPP,12.0,2030-07-03 05:00:00+00:00,1.8533241273759804,0.034016828448628,1.8873409558246088,0.0212193413300163,0.0141650893635512,1.8873409558246088,2030,7
NWPP,12.0,2030-01-12 14:00:00+00:00,0.8164507938199421,17.57954567614238,18.39599646996232,0.1109693602896293,0.0602992019422882,18.39599646996232,2030,1
NWPP,12.0,2030-01-13 14:00:00+00:00,-2.4077760271348225,15.328738548594249,12.920962521459424,0.0843334909682239,0.0407328024150878,12.920962521459424,2030,1
NWPP,12.0,2030-01-27 14:00:00+00:00,-3.4354571801071887,5.071898820271123,1.6364416401639348,0.0664820707927851,0.0365674353251276,1.6364416401639348,2030,1
NWPP,12.0,2030-02-28 14:00:00+00:00,1.0032806062619828,2.7023211401079887,3.7056017463699695,0.1366326377949236,0.0675303704414406,3.7056017463699695,2030,2
NWPP,12.0,2030-01-11 15:00:00+00:00,-0.8452050448393962,10.58807684585777,9.742871801018373,0.1422358579296283,0.078706753255883,9.742871801018373,2030,1
NWPP,12.0,2030-01-12 15:00:00+00:00,-18.09340073855522,29.86200390914816,11.768603170592934,0.0270187156004314,0.0161759285006314,11.768603170592934,2030,1
NWPP,12.0,2030-01-13 15:00:00+00:00,-16.573110401225424,30.30515226505361,13.732041863828194,0.0455385043254012,0.0239644173963321,13.732041863828194,2030,1
NWPP,12.0,2030-01-27 15:00:00+00:00,-15.942940351876349,17.0399690460889,1.0970286942125511,0.1190692238789327,0.0201477753589933,1.0970286942125511,2030,1
RFCM,4.0,2030-09-05 23:00:00+00:00,-3.746690255756649,4.769624541153348,1.0229342853966985,0.012904618593331,0.0048190300811174,1.0229342853966985,2030,9
SRGW,4.0,2030-09-05 23:00:00+00:00,-4.427610413205416,5.011253900557762,0.5836434873523445,0.013124755975971,0.0048971969777027,0.5836434873523445,2030,9
AZNM,12.0,2030-07-13 01:00:00+00:00,-5.110526599992199,6.774546828400172,1.6640202284079737,0.0209065869735402,0.0095605727881281,1.6640202284079737,2030,7
MROW,12.0,2030-07-28 01:00:00+00:00,3.088478740935045,1.8017673127285367,4.890246053663583,0.0759956267549472,0.0607650629856564,4.890246053663583,2030,7
NWPP,12.0,2030-01-07 01:00:00+00:00,11.72967976186095,3.599220635417341,15.328900397278291,0.1602148478406214,0.0569640068940149,15.328900397278291,2030,1
NWPP,12.0,2030-01-13 01:00:00+00:00,6.338884531344451,17.20816187881139,23.54704641015584,0.0204587574018611,0.0149338216958328,23.54704641015584,2030,1
NWPP,12.0,2030-01-16 01:00:00+00:00,7.063525289358757,1.29373036193985,8.357255651298606,0.0066570641907596,0.0172467193511869,8.357255651298606,2030,1
NWPP,12.0,2030-01-24 01:00:00+00:00,0.0094051946145256,7.261832421309991,7.271237615924519,0.0306205193885454,0.016503923207466,7.271237615924519,2030,1
NWPP,12.0,2030-02-06 01:00:00+00:00,5.404303437036444,0.1756384276108651,5.579941864647309,0.0357720316115951,0.0181181036399442,5.579941864647309,2030,2
NWPP,12.0,2030-02-16 01:00:00+00:00,5.623726568747318,0.1914263925705589,5.815152961317876,0.032967202760296,0.0176654348240612,5.815152961317876,2030,2
NWPP,12.0,2030-02-28 01:00:00+00:00,5.5149412448345885,0.2170008185984601,5.731942063433049,0.0472089811426993,0.019285952636462,5.731942063433049,2030,2
NWPP,12.0,2030-12-15 01:00:00+00:00,-1.0612618122814597,6.906492923758809,5.84523111147735,0.1317744043863351,0.0653640277026142,5.84523111147735,2030,12
NWPP,12.0,2030-12-16 01:00:00+00:00,-0.6957727856085768,2.162067916443215,1.466295130834638,0.1781302059593571,0.0617850766743276,1.466295130834638,2030,12
NWPP,12.0,2030-12-20 01:00:00+00:00,5.429048551098115,2.338882963986133,7.767931515084247,0.0510643744402177,0.0262775934886289,7.767931515084247,2030,12
NWPP,12.0,2030-12-31 01:00:00+00:00,3.779278152058943,8.038287639428143,11.817565791487086,0.0235506265304133,0.0151171726192211,11.817565791487086,2030,12
